
Institution Logo
Lab Name

    Session

    Cancel
    Finish Session
    logout
    Logout
    help
    Help
    feedback
    Contact Support

Heli 2

Session Time
In Session: 00 : 10 : 14
Remaining:
00 : 00 : 00

Your session is being terminated.

Serial output
Serial output ...
start

0, 5

0, 5

0, 5

0, 5

0, 5

0, 5

0, 5

0, 5

0, 5

0, 5

0, 5

0, 5

0, 5

0, 5

0, 5

0, 5

0, 5

0, 5

0, 5

0, 5

0, 5

0, 5

0, 5

0, 5

0, 5

0, 5

0, 5

0, 5

0, 5

end [ 0]

gain [ 100]

start

0, 29

0, 29

0, 29

0, 30

0, 29

0, 29

0, 29

0, 29

0, 29

0, 30

0, 29

0, 29

0, 29

0, 30

0, 29

0, 29

0, 29

0, 29

0, 29

0, 30

0, 29

0, 29

0, 30

0, 30

0, 29

0, 29

0, 29

0, 29

0, 29

0, 30

0, 29

0, 29

0, 30

0, 29

0, 29

0, 29

0, 29

0, 29

0, 29

0, 29

0, 29

0, 29

0, 30

0, 29

0, 29

0, 29

0, 29

0, 29

0, 30

0, 29

0, 29

0, 29

0, 30

0, 29

0, 29

0, 29

0, 29

0, 29

0, 30

0, 29

0, 29

0, 30

0, 29

0, 29

0, 29

0, 29

0, 29

0, 29

0, 29

0, 29

0, 29

0, 30

0, 29

0, 29

0, 29

0, 29

0, 29

0, 30

0, 29

0, 29

0, 29

0, 30

0, 29

0, 29

0, 29

0, 29

0, 29

0, 30

0, 29

0, 29

0, 30

0, 30

0, 29

0, 29

0, 29

0, 29

0, 29

0, 29

0, 29

0, 29

0, 30

0, 29

0, 29

0, 29

0, 29

0, 29

0, 29

0, 29

0, 29

0, 29

0, 30

0, 29

0, 29

0, 29

0, 29

0, 29

0, 30

0, 29

0, 29

0, 29

0, 30

0, 29

0, 29

0, 29

0, 29

0, 29

0, 29

0, 29

0, 29

0, 30

0, 29

0, 29

0, 29

end [ 100]

gain [ 110]

gain [ 120]

start

0, 36

0, 36

0, 35

0, 35

0, 35

0, 35

0, 35

0, 35

0, 35

0, 35

0, 36

0, 36

0, 35

0, 35

0, 36

0, 35

0, 35

0, 35

0, 35

0, 35

0, 36

0, 35

0, 35

0, 35

0, 36

0, 35

0, 35

0, 35

0, 35

0, 35

0, 36

0, 35

0, 35

0, 35

0, 35

0, 35

0, 35

0, 35

0, 35

0, 35

0, 36

0, 35

0, 35

0, 36

0, 35

0, 35

0, 35

0, 35

0, 35

0, 36

0, 36

0, 35

0, 35

0, 36

0, 35

0, 35

0, 35

0, 35

0, 35

0, 36

0, 35

0, 35

0, 35

0, 36

0, 35

0, 35

0, 35

0, 35

0, 35

0, 36

0, 35

0, 35

0, 36

0, 35

0, 35

0, 35

0, 35

0, 35

0, 35

0, 36

0, 35

0, 35

0, 36

0, 36

0, 35

0, 35

0, 35

0, 35

0, 35

0, 35

0, 35

0, 35

0, 36

0, 35

0, 35

0, 35

0, 35

0, 35

0, 36

0, 35

0, 35

0, 35

0, 36

0, 35

0, 35

0, 35

0, 35

0, 35

0, 36

0, 35

0, 35

0, 36

0, 36

0, 35

0, 35

0, 35

0, 35

0, 35

0, 35

0, 35

0, 35

0, 36

0, 35

0, 35

0, 35

0, 35

0, 35

0, 35

0, 35

0, 35

0, 35

0, 36

0, 35

0, 35

0, 35

0, 35

0, 35

0, 36

0, 35

0, 35

0, 35

0, 36

0, 35

0, 35

0, 35

0, 35

0, 35

0, 35

0, 35

0, 35

0, 35

0, 36

0, 35

0, 35

0, 35

0, 35

0, 35

0, 35

0, 35

0, 35

0, 36

0, 36

0, 35

0, 35

0, 36

0, 35

0, 35

0, 35

0, 35

0, 35

0, 36

0, 35

0, 35

0, 35

0, 36

0, 35

0, 35

0, 35

0, 35

0, 35

0, 36

0, 35

0, 35

0, 35

0, 35

0, 35

0, 35

0, 35

0, 35

0, 35

0, 36

0, 35

0, 35

0, 36

0, 35

0, 35

0, 35

0, 35

0, 35

0, 36

0, 36

0, 35

0, 35

0, 36

0, 35

0, 35

0, 35

0, 35

0, 35

0, 36

0, 35

0, 35

0, 35

0, 36

0, 35

0, 35

0, 35

0, 35

0, 35

0, 36

0, 35

0, 35

0, 36

0, 35

0, 35

0, 35

end [ 120]

gain [ 130]

start

0, 38

0, 38

0, 38

0, 39

0, 38

0, 38

0, 38

0, 38

0, 38

0, 39

0, 38

0, 38

0, 39

0, 39

0, 38

0, 38

0, 38

0, 38

0, 38

0, 38

0, 38

0, 38

0, 39

0, 39

0, 38

0, 38

0, 38

0, 38

0, 38

0, 38

0, 38

0, 38

0, 39

0, 39

0, 38

0, 38

0, 38

0, 38

0, 38

0, 38

0, 38

0, 38

0, 39

0, 38

0, 38

0, 38

0, 39

0, 38

0, 38

0, 38

0, 38

0, 38

0, 38

0, 38

0, 37

0, 38

0, 38

0, 38

0, 38

0, 37

0, 37

0, 38

0, 38

0, 37
