
Institution Logo
Lab Name

    Session

    Cancel
    Finish Session
    logout
    Logout
    help
    Help
    feedback
    Contact Support

Heli 2

Session Time
In Session: 00 : 08 : 12
Remaining:
00 : 01 : 49

Your session will expire in 121 seconds.

Serial output
Serial output ...
-20, 20

-92, 40

-182, 60

-264, 80

-320, 100

-346, 120

-350, 140

-330, 160

-272, 180

-157, 200

6, 220

206, 240

404, 260

584, 280

739, 300

872, 320

988, 340

1082, 360

1112, 380

1074, 400

990, 420

900, 440

830, 460

779, 480

748, 500

734, 520

733, 540

733, 560

733, 580

734, 600

734, 620

730, 640

691, 660

599, 680

476, 700

366, 720

277, 740

209, 760

158, 780

126, 800

109, 820

107, 840

107, 860

106, 880

79, 900

-1, 920

-120, 940

-234, 960

-330, 980

-404, 1000

-460, 1020

-498, 1040

-518, 1060

-522, 1080

-522, 1100

-522, 1120

-546, 1140

-620, 1160

-736, 1180

-854, 1200

-951, 1220

-1028, 1240

-1084, 1260

-1122, 1280

-1145, 1300

-1148, 1320

-1108, 1340

-1016, 1360

-927, 1380

-869, 1400

-819, 1420

-726, 1440

-582, 1460

-397, 1480

-188, 1500

37, 1520

272, 1540

491, 1560

685, 1580

854, 1600

994, 1620

1068, 1640

1060, 1660

1008, 1680

960, 1700

930, 1720

915, 1740

913, 1760

914, 1780

914, 1800

914, 1820

914, 1840

904, 1860

847, 1880

746, 1900

630, 1920

534, 1940

460, 1960

404, 1980

368, 2000

350, 2020

346, 2040

347, 2060

346, 2080

313, 2100

230, 2120

112, 2140

2, 2160

-86, 2180

-154, 2200

-202, 2220

-234, 2240

-247, 2260

-248, 2280

-248, 2300

-255, 2320

-310, 2340

-414, 2360

-538, 2380

-644, 2400

-729, 2420

-795, 2440

-843, 2460

-874, 2480

-890, 2500

-892, 2520

-892, 2540

-897, 2560

-944, 2580

-1039, 2600

-1158, 2620

-1232, 2640

-1217, 2660

-1134, 2680

-994, 2700

-810, 2720

-600, 2740

-371, 2760

-130, 2780

116, 2800

304, 2820

403, 2840

426, 2860

424, 2880

424, 2900

424, 2920

426, 2940

426, 2960

426, 2980

426, 3000

426, 3020

416, 3040

360, 3060

260, 3080

147, 3100

54, 3120

-18, 3140

-70, 3160

-102, 3180

-116, 3200

-117, 3220

-117, 3240

-120, 3260

-162, 3280

-254, 3300

-374, 3320

-478, 3340

-542, 3360

-524, 3380

-438, 3400

-298, 3420

-142, 3440

6, 3460

136, 3480

228, 3500

239, 3520

193, 3540

132, 3560

88, 3580

62, 3600

54, 3620

53, 3640

54, 3660

54, 3680

54, 3700

43, 3720

-14, 3740

-118, 3760

-233, 3780

-311, 3800

-306, 3820

